DistrictNo,DistrictNameThai,DistrictNameEnglish,DistrictMOI_ID,DistrictOffice,DistrictGoverningAgency,DistrictGoverningAgencyCodeCitizenInfo,TopExecutivePosition,TopExecutivePositionandDistrict,ProvinceMOI_ID,ProvinceNameThai,RegionID,RegionName,ProvincialClusterID,ProvincialClusterName
758,อำเภอบ้านแพ้ว,Ban Phaeo District,7403,ที่ว่าการอำเภอบ้านแพ้ว,ที่ทำการปกครองอำเภอบ้านแพ้ว,0112140374030,นายอำเภอ,นายอำเภอบ้านแพ้ว,74,จังหวัดสมุทรสาคร,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
759,อำเภอเมืองสมุทรสงคราม,Mueang Samut Songkhram District,7501,ที่ว่าการอำเภอเมืองสมุทรสงคราม,ที่ทำการปกครองอำเภอเมืองสมุทรสงคราม,0112140375010,นายอำเภอ,นายอำเภอเมืองสมุทรสงคราม,75,จังหวัดสมุทรสงคราม,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
760,อำเภอบางคนที,Bang Khonthi District,7502,ที่ว่าการอำเภอบางคนที,ที่ทำการปกครองอำเภอบางคนที,0112140375020,นายอำเภอ,นายอำเภอบางคนที,75,จังหวัดสมุทรสงคราม,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
761,อำเภออัมพวา,Amphawa District,7503,ที่ว่าการอำเภออัมพวา,ที่ทำการปกครองอำเภออัมพวา,0112140375030,นายอำเภอ,นายอำเภออัมพวา,75,จังหวัดสมุทรสงคราม,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
762,อำเภอเมืองเพชรบุรี,Mueang Phetchaburi District,7601,ที่ว่าการอำเภอเมืองเพชรบุรี,ที่ทำการปกครองอำเภอเมืองเพชรบุรี,0112140376010,นายอำเภอ,นายอำเภอเมืองเพชรบุรี,76,จังหวัดเพชรบุรี,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
763,อำเภอเขาย้อย,Khao Yoi District,7602,ที่ว่าการอำเภอเขาย้อย,ที่ทำการปกครองอำเภอเขาย้อย,0112140376020,นายอำเภอ,นายอำเภอเขาย้อย,76,จังหวัดเพชรบุรี,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
764,อำเภอหนองหญ้าปล้อง,Nong Ya Plong District,7603,ที่ว่าการอำเภอหนองหญ้าปล้อง,ที่ทำการปกครองอำเภอหนองหญ้าปล้อง,0112140376030,นายอำเภอ,นายอำเภอหนองหญ้าปล้อง,76,จังหวัดเพชรบุรี,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
765,อำเภอชะอำ,Cha-am District,7604,ที่ว่าการอำเภอชะอำ,ที่ทำการปกครองอำเภอชะอำ,0112140376040,นายอำเภอ,นายอำเภอชะอำ,76,จังหวัดเพชรบุรี,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
766,อำเภอท่ายาง,Tha Yang District,7605,ที่ว่าการอำเภอท่ายาง,ที่ทำการปกครองอำเภอท่ายาง,0112140376050,นายอำเภอ,นายอำเภอท่ายาง,76,จังหวัดเพชรบุรี,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
767,อำเภอบ้านลาด,Ban Lat District,7606,ที่ว่าการอำเภอบ้านลาด,ที่ทำการปกครองอำเภอบ้านลาด,0112140376060,นายอำเภอ,นายอำเภอบ้านลาด,76,จังหวัดเพชรบุรี,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
768,อำเภอบ้านแหลม,Ban Laem District,7607,ที่ว่าการอำเภอบ้านแหลม,ที่ทำการปกครองอำเภอบ้านแหลม,0112140376070,นายอำเภอ,นายอำเภอบ้านแหลม,76,จังหวัดเพชรบุรี,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
769,อำเภอแก่งกระจาน,Kaeng Krachan District,7608,ที่ว่าการอำเภอแก่งกระจาน,ที่ทำการปกครองอำเภอแก่งกระจาน,0112140376080,นายอำเภอ,นายอำเภอแก่งกระจาน,76,จังหวัดเพชรบุรี,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
770,อำเภอเมืองประจวบคีรีขันธ์,Mueang Prachuap Khiri Khan District,7701,ที่ว่าการอำเภอเมืองประจวบคีรีขันธ์,ที่ทำการปกครองอำเภอเมืองประจวบคีรีขันธ์,0112140377010,นายอำเภอ,นายอำเภอเมืองประจวบคีรีขันธ์,77,จังหวัดประจวบคีรีขันธ์,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
771,อำเภอกุยบุรี,Kui Buri District,7702,ที่ว่าการอำเภอกุยบุรี,ที่ทำการปกครองอำเภอกุยบุรี,0112140377020,นายอำเภอ,นายอำเภอกุยบุรี,77,จังหวัดประจวบคีรีขันธ์,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
772,อำเภอทับสะแก,Thap Sakae District,7703,ที่ว่าการอำเภอทับสะแก,ที่ทำการปกครองอำเภอทับสะแก,0112140377030,นายอำเภอ,นายอำเภอทับสะแก,77,จังหวัดประจวบคีรีขันธ์,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
773,อำเภอบางสะพาน,Bang Saphan District,7704,ที่ว่าการอำเภอบางสะพาน,ที่ทำการปกครองอำเภอบางสะพาน,0112140377040,นายอำเภอ,นายอำเภอบางสะพาน,77,จังหวัดประจวบคีรีขันธ์,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
774,อำเภอบางสะพานน้อย,Bang Saphan Noi District,7705,ที่ว่าการอำเภอบางสะพานน้อย,ที่ทำการปกครองอำเภอบางสะพานน้อย,0112140377050,นายอำเภอ,นายอำเภอบางสะพานน้อย,77,จังหวัดประจวบคีรีขันธ์,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
775,อำเภอปราณบุรี,Pran Buri District,7706,ที่ว่าการอำเภอปราณบุรี,ที่ทำการปกครองอำเภอปราณบุรี,0112140377060,นายอำเภอ,นายอำเภอปราณบุรี,77,จังหวัดประจวบคีรีขันธ์,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
776,อำเภอหัวหิน,Hua Hin District,7707,ที่ว่าการอำเภอหัวหิน,ที่ทำการปกครองอำเภอหัวหิน,0112140377070,นายอำเภอ,นายอำเภอหัวหิน,77,จังหวัดประจวบคีรีขันธ์,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
777,อำเภอสามร้อยยอด,Sam Roi Yot District,7708,ที่ว่าการอำเภอสามร้อยยอด,ที่ทำการปกครองอำเภอสามร้อยยอด,0112140377080,นายอำเภอ,นายอำเภอสามร้อยยอด,77,จังหวัดประจวบคีรีขันธ์,1,ภาคกลาง,14,กลุ่มจังหวัดภาคกลางตอนล่าง 2
778,อำเภอเมืองนครศรีธรรมราช,Mueang Nakhon Si Thammarat District,8001,ที่ว่าการอำเภอเมืองนครศรีธรรมราช,ที่ทำการปกครองอำเภอเมืองนครศรีธรรมราช,0112140380010,นายอำเภอ,นายอำเภอเมืองนครศรีธรรมราช,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
779,อำเภอพรหมคีรี,Phrom Khiri District,8002,ที่ว่าการอำเภอพรหมคีรี,ที่ทำการปกครองอำเภอพรหมคีรี,0112140380020,นายอำเภอ,นายอำเภอพรหมคีรี,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
780,อำเภอลานสกา,Lan Saka District,8003,ที่ว่าการอำเภอลานสกา,ที่ทำการปกครองอำเภอลานสกา,0112140380030,นายอำเภอ,นายอำเภอลานสกา,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
781,อำเภอฉวาง,Chawang District,8004,ที่ว่าการอำเภอฉวาง,ที่ทำการปกครองอำเภอฉวาง,0112140380040,นายอำเภอ,นายอำเภอฉวาง,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
782,อำเภอพิปูน,Phipun District,8005,ที่ว่าการอำเภอพิปูน,ที่ทำการปกครองอำเภอพิปูน,0112140380050,นายอำเภอ,นายอำเภอพิปูน,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
783,อำเภอเชียรใหญ่,Chian Yai District,8006,ที่ว่าการอำเภอเชียรใหญ่,ที่ทำการปกครองอำเภอเชียรใหญ่,0112140380060,นายอำเภอ,นายอำเภอเชียรใหญ่,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
784,อำเภอชะอวด,Cha-uat District,8007,ที่ว่าการอำเภอชะอวด,ที่ทำการปกครองอำเภอชะอวด,0112140380070,นายอำเภอ,นายอำเภอชะอวด,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
785,อำเภอท่าศาลา,Tha Sala District,8008,ที่ว่าการอำเภอท่าศาลา,ที่ทำการปกครองอำเภอท่าศาลา,0112140380080,นายอำเภอ,นายอำเภอท่าศาลา,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
786,อำเภอทุ่งสง,Thung Song District,8009,ที่ว่าการอำเภอทุ่งสง,ที่ทำการปกครองอำเภอทุ่งสง,0112140380090,นายอำเภอ,นายอำเภอทุ่งสง,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
787,อำเภอนาบอน,Na Bon District,8010,ที่ว่าการอำเภอนาบอน,ที่ทำการปกครองอำเภอนาบอน,0112140380100,นายอำเภอ,นายอำเภอนาบอน,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
788,อำเภอทุ่งใหญ่,Thung Yai District,8011,ที่ว่าการอำเภอทุ่งใหญ่,ที่ทำการปกครองอำเภอทุ่งใหญ่,0112140380110,นายอำเภอ,นายอำเภอทุ่งใหญ่,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
789,อำเภอปากพนัง,Pak Phanang District,8012,ที่ว่าการอำเภอปากพนัง,ที่ทำการปกครองอำเภอปากพนัง,0112140380120,นายอำเภอ,นายอำเภอปากพนัง,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
790,อำเภอร่อนพิบูลย์,Ron Phibun District,8013,ที่ว่าการอำเภอร่อนพิบูลย์,ที่ทำการปกครองอำเภอร่อนพิบูลย์,0112140380130,นายอำเภอ,นายอำเภอร่อนพิบูลย์,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
791,อำเภอสิชล,Sichon District,8014,ที่ว่าการอำเภอสิชล,ที่ทำการปกครองอำเภอสิชล,0112140380140,นายอำเภอ,นายอำเภอสิชล,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
792,อำเภอขนอม,Khanom District,8015,ที่ว่าการอำเภอขนอม,ที่ทำการปกครองอำเภอขนอม,0112140380150,นายอำเภอ,นายอำเภอขนอม,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
793,อำเภอหัวไทร,Hua Sai District,8016,ที่ว่าการอำเภอหัวไทร,ที่ทำการปกครองอำเภอหัวไทร,0112140380160,นายอำเภอ,นายอำเภอหัวไทร,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
794,อำเภอบางขัน,Bang Khan District,8017,ที่ว่าการอำเภอบางขัน,ที่ทำการปกครองอำเภอบางขัน,0112140380170,นายอำเภอ,นายอำเภอบางขัน,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
795,อำเภอถ้ำพรรณรา,Tham Phannara District,8018,ที่ว่าการอำเภอถ้ำพรรณรา,ที่ทำการปกครองอำเภอถ้ำพรรณรา,0112140380180,นายอำเภอ,นายอำเภอถ้ำพรรณรา,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
796,อำเภอจุฬาภรณ์,Chulabhorn District,8019,ที่ว่าการอำเภอจุฬาภรณ์,ที่ทำการปกครองอำเภอจุฬาภรณ์,0112140380190,นายอำเภอ,นายอำเภอจุฬาภรณ์,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
797,อำเภอพระพรหม,Phra Phrom District,8020,ที่ว่าการอำเภอพระพรหม,ที่ทำการปกครองอำเภอพระพรหม,0112140380200,นายอำเภอ,นายอำเภอพระพรหม,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
798,อำเภอนบพิตำ,Nopphitam District,8021,ที่ว่าการอำเภอนบพิตำ,ที่ทำการปกครองอำเภอนบพิตำ,0112140380210,นายอำเภอ,นายอำเภอนบพิตำ,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
799,อำเภอช้างกลาง,Chang Klang District,8022,ที่ว่าการอำเภอช้างกลาง,ที่ทำการปกครองอำเภอช้างกลาง,0112140380220,นายอำเภอ,นายอำเภอช้างกลาง,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
800,อำเภอเฉลิมพระเกียรติ,Chaloem Phra Kiat District,8023,ที่ว่าการอำเภอเฉลิมพระเกียรติ,ที่ทำการปกครองอำเภอเฉลิมพระเกียรติ,0112140380230,นายอำเภอ,นายอำเภอเฉลิมพระเกียรติ,80,จังหวัดนครศรีธรรมราช,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
801,อำเภอเมืองกระบี่,Mueang Krabi District,8101,ที่ว่าการอำเภอเมืองกระบี่,ที่ทำการปกครองอำเภอเมืองกระบี่,0112140381010,นายอำเภอ,นายอำเภอเมืองกระบี่,81,จังหวัดกระบี่,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
802,อำเภอเขาพนม,Khao Phanom District,8102,ที่ว่าการอำเภอเขาพนม,ที่ทำการปกครองอำเภอเขาพนม,0112140381020,นายอำเภอ,นายอำเภอเขาพนม,81,จังหวัดกระบี่,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
803,อำเภอเกาะลันตา,Ko Lanta District,8103,ที่ว่าการอำเภอเกาะลันตา,ที่ทำการปกครองอำเภอเกาะลันตา,0112140381030,นายอำเภอ,นายอำเภอเกาะลันตา,81,จังหวัดกระบี่,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
804,อำเภอคลองท่อม,Khlong Thom District,8104,ที่ว่าการอำเภอคลองท่อม,ที่ทำการปกครองอำเภอคลองท่อม,0112140381040,นายอำเภอ,นายอำเภอคลองท่อม,81,จังหวัดกระบี่,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
805,อำเภออ่าวลึก,Ao Luek District,8105,ที่ว่าการอำเภออ่าวลึก,ที่ทำการปกครองอำเภออ่าวลึก,0112140381050,นายอำเภอ,นายอำเภออ่าวลึก,81,จังหวัดกระบี่,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
806,อำเภอปลายพระยา,Plai Phraya District,8106,ที่ว่าการอำเภอปลายพระยา,ที่ทำการปกครองอำเภอปลายพระยา,0112140381060,นายอำเภอ,นายอำเภอปลายพระยา,81,จังหวัดกระบี่,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
807,อำเภอลำทับ,Lam Thap District,8107,ที่ว่าการอำเภอลำทับ,ที่ทำการปกครองอำเภอลำทับ,0112140381070,นายอำเภอ,นายอำเภอลำทับ,81,จังหวัดกระบี่,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
808,อำเภอเหนือคลอง,Nuea Khlong District,8108,ที่ว่าการอำเภอเหนือคลอง,ที่ทำการปกครองอำเภอเหนือคลอง,0112140381080,นายอำเภอ,นายอำเภอเหนือคลอง,81,จังหวัดกระบี่,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
809,อำเภอเมืองพังงา,Mueang Phang-nga District,8201,ที่ว่าการอำเภอเมืองพังงา,ที่ทำการปกครองอำเภอเมืองพังงา,0112140382010,นายอำเภอ,นายอำเภอเมืองพังงา,82,จังหวัดพังงา,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
810,อำเภอเกาะยาว,Ko Yao District,8202,ที่ว่าการอำเภอเกาะยาว,ที่ทำการปกครองอำเภอเกาะยาว,0112140382020,นายอำเภอ,นายอำเภอเกาะยาว,82,จังหวัดพังงา,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
811,อำเภอกะปง,Kapong District,8203,ที่ว่าการอำเภอกะปง,ที่ทำการปกครองอำเภอกะปง,0112140382030,นายอำเภอ,นายอำเภอกะปง,82,จังหวัดพังงา,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
812,อำเภอตะกั่วทุ่ง,Takua Thung District,8204,ที่ว่าการอำเภอตะกั่วทุ่ง,ที่ทำการปกครองอำเภอตะกั่วทุ่ง,0112140382040,นายอำเภอ,นายอำเภอตะกั่วทุ่ง,82,จังหวัดพังงา,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
813,อำเภอตะกั่วป่า,Takua Pa District,8205,ที่ว่าการอำเภอตะกั่วป่า,ที่ทำการปกครองอำเภอตะกั่วป่า,0112140382050,นายอำเภอ,นายอำเภอตะกั่วป่า,82,จังหวัดพังงา,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
814,อำเภอคุระบุรี,Khura Buri District,8206,ที่ว่าการอำเภอคุระบุรี,ที่ทำการปกครองอำเภอคุระบุรี,0112140382060,นายอำเภอ,นายอำเภอคุระบุรี,82,จังหวัดพังงา,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
815,อำเภอทับปุด,Thap Put District,8207,ที่ว่าการอำเภอทับปุด,ที่ทำการปกครองอำเภอทับปุด,0112140382070,นายอำเภอ,นายอำเภอทับปุด,82,จังหวัดพังงา,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
816,อำเภอท้ายเหมือง,Thai Mueang District,8208,ที่ว่าการอำเภอท้ายเหมือง,ที่ทำการปกครองอำเภอท้ายเหมือง,0112140382080,นายอำเภอ,นายอำเภอท้ายเหมือง,82,จังหวัดพังงา,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
817,อำเภอเมืองภูเก็ต,Mueang Phuket District,8301,ที่ว่าการอำเภอเมืองภูเก็ต,ที่ทำการปกครองอำเภอเมืองภูเก็ต,0112140383010,นายอำเภอ,นายอำเภอเมืองภูเก็ต,83,จังหวัดภูเก็ต,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
818,อำเภอกะทู้,Kathu District,8302,ที่ว่าการอำเภอกะทู้,ที่ทำการปกครองอำเภอกะทู้,0112140383020,นายอำเภอ,นายอำเภอกะทู้,83,จังหวัดภูเก็ต,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
819,อำเภอถลาง,Thalang District,8303,ที่ว่าการอำเภอถลาง,ที่ทำการปกครองอำเภอถลาง,0112140383030,นายอำเภอ,นายอำเภอถลาง,83,จังหวัดภูเก็ต,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
820,อำเภอเมืองสุราษฎร์ธานี,Mueang Surat Thani District,8401,ที่ว่าการอำเภอเมืองสุราษฎร์ธานี,ที่ทำการปกครองอำเภอเมืองสุราษฎร์ธานี,0112140384010,นายอำเภอ,นายอำเภอเมืองสุราษฎร์ธานี,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
821,อำเภอกาญจนดิษฐ์,Kanchanadit District,8402,ที่ว่าการอำเภอกาญจนดิษฐ์,ที่ทำการปกครองอำเภอกาญจนดิษฐ์,0112140384020,นายอำเภอ,นายอำเภอกาญจนดิษฐ์,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
822,อำเภอดอนสัก,Don Sak District,8403,ที่ว่าการอำเภอดอนสัก,ที่ทำการปกครองอำเภอดอนสัก,0112140384030,นายอำเภอ,นายอำเภอดอนสัก,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
823,อำเภอเกาะสมุย,Ko Samui District,8404,ที่ว่าการอำเภอเกาะสมุย,ที่ทำการปกครองอำเภอเกาะสมุย,0112140384040,นายอำเภอ,นายอำเภอเกาะสมุย,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
824,อำเภอเกาะพะงัน,Ko Pha-ngan District,8405,ที่ว่าการอำเภอเกาะพะงัน,ที่ทำการปกครองอำเภอเกาะพะงัน,0112140384050,นายอำเภอ,นายอำเภอเกาะพะงัน,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
825,อำเภอไชยา,Chaiya District,8406,ที่ว่าการอำเภอไชยา,ที่ทำการปกครองอำเภอไชยา,0112140384060,นายอำเภอ,นายอำเภอไชยา,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
826,อำเภอท่าชนะ,Tha Chana District,8407,ที่ว่าการอำเภอท่าชนะ,ที่ทำการปกครองอำเภอท่าชนะ,0112140384070,นายอำเภอ,นายอำเภอท่าชนะ,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
827,อำเภอคีรีรัฐนิคม,Khiri Rat Nikhom District,8408,ที่ว่าการอำเภอคีรีรัฐนิคม,ที่ทำการปกครองอำเภอคีรีรัฐนิคม,0112140384080,นายอำเภอ,นายอำเภอคีรีรัฐนิคม,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
828,อำเภอบ้านตาขุน,Ban Ta Khun District,8409,ที่ว่าการอำเภอบ้านตาขุน,ที่ทำการปกครองอำเภอบ้านตาขุน,0112140384090,นายอำเภอ,นายอำเภอบ้านตาขุน,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
829,อำเภอพนม,Phanom District,8410,ที่ว่าการอำเภอพนม,ที่ทำการปกครองอำเภอพนม,0112140384100,นายอำเภอ,นายอำเภอพนม,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
830,อำเภอท่าฉาง,Tha Chang District,8411,ที่ว่าการอำเภอท่าฉาง,ที่ทำการปกครองอำเภอท่าฉาง,0112140384110,นายอำเภอ,นายอำเภอท่าฉาง,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
831,อำเภอบ้านนาสาร,Ban Na San District,8412,ที่ว่าการอำเภอบ้านนาสาร,ที่ทำการปกครองอำเภอบ้านนาสาร,0112140384120,นายอำเภอ,นายอำเภอบ้านนาสาร,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
832,อำเภอบ้านนาเดิม,Ban Na Doem District,8413,ที่ว่าการอำเภอบ้านนาเดิม,ที่ทำการปกครองอำเภอบ้านนาเดิม,0112140384130,นายอำเภอ,นายอำเภอบ้านนาเดิม,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
833,อำเภอเคียนซา,Khian Sa District,8414,ที่ว่าการอำเภอเคียนซา,ที่ทำการปกครองอำเภอเคียนซา,0112140384140,นายอำเภอ,นายอำเภอเคียนซา,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
834,อำเภอเวียงสระ,Wiang Sa District,8415,ที่ว่าการอำเภอเวียงสระ,ที่ทำการปกครองอำเภอเวียงสระ,0112140384150,นายอำเภอ,นายอำเภอเวียงสระ,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
835,อำเภอพระแสง,Phrasaeng District,8416,ที่ว่าการอำเภอพระแสง,ที่ทำการปกครองอำเภอพระแสง,0112140384160,นายอำเภอ,นายอำเภอพระแสง,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
836,อำเภอพุนพิน,Phunphin District,8417,ที่ว่าการอำเภอพุนพิน,ที่ทำการปกครองอำเภอพุนพิน,0112140384170,นายอำเภอ,นายอำเภอพุนพิน,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
837,อำเภอชัยบุรี,Chai Buri District,8418,ที่ว่าการอำเภอชัยบุรี,ที่ทำการปกครองอำเภอชัยบุรี,0112140384180,นายอำเภอ,นายอำเภอชัยบุรี,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
838,อำเภอวิภาวดี,Vibhavadi District,8419,ที่ว่าการอำเภอวิภาวดี,ที่ทำการปกครองอำเภอวิภาวดี,0112140384190,นายอำเภอ,นายอำเภอวิภาวดี,84,จังหวัดสุราษฎร์ธานี,2,ภาคใต้,21,กลุ่มจังหวัดภาคใต้ฝั่งอ่าวไทย
839,อำเภอเมืองระนอง,Mueang Ranong District,8501,ที่ว่าการอำเภอเมืองระนอง,ที่ทำการปกครองอำเภอเมืองระนอง,0112140385010,นายอำเภอ,นายอำเภอเมืองระนอง,85,จังหวัดระนอง,2,ภาคใต้,22,กลุ่มจังหวัดภาคใต้ฝั่งอันดามัน
